Spark 1.6.0 stopping working for HiveThriftServer2 and registerTempTable,
Set hive conf failed use --hiveconf when beeline connect to thriftserver,
Pyspark ml.tuning support export/import,CrossValidator and TrainValidationSplit Persist Nested Estimators such as OneVsRest
Lock release errors occur frequently in executor logs,mapWithState causes block lock warning
Lock release errors occur frequently in executor logs,Managed Memory Leak Msg Should Only Be a Warning
using a regexp_replace in a group by clause raises a nullpointerexception,Regular expression replace throws NullPointerException when serialized
Upgrade to Scala 2.11.8,Upgrade to Scala 2.11.8
TPC-DS Query 36 fails with Parser error,SPARK-SQL CLI returns NPE
Feature parity for ALS ML with MLLIB,Review spark.ml parity for recommendation
TPCDS query 49 returns wrong results compared to TPC official result set ,TPCDS query 74 returns wrong results compared to TPC official result set 
Failed to bind reference when cume_dist is used,Window functions failed in cluster
Failed to bind reference when cume_dist is used,Physical Window operator uses global SizeBasedWindowFunction.n attribute generated on both driver and executor side
Issue an exception when hitting max iteration limit in testing,Fail the tests if the any catalyst rule reach max number of iteration.
Add support for pluggable cluster manager,[PYSPARK] Make Lambda Serializer Configurable
spark.hadoop.* configurations are not applied for Parquet Data Frame Readers,Propagate data source options to Hadoop configurations
Resolving the Conflicts of ColumnPruning and PushPredicateThroughProject ,ColumnPruning is conflict with PushPredicateThroughProject
Other clients' connection hang up when someone do huge load,
do not remove sub-queries added by user when generate SQL,SQLBuilder should add subquery to Aggregate child when necessary
Add parameter check to GradientDescent,Add parameter check to several MLlib implementations
sql time stamps do not respect time zones,Infrastructure for session local timezone support
Parallel training jobs in model selection,
SPARK-SQL CLI returns NPE,StackOverflowError in Kryo when executing TPC-DS
[Table related commands] Describe table,Implement TRUNCATE TABLE Command
Generated SpecificColumnarIterator code can exceed JVM size limit for cached DataFrames,Code-Generated SpecificColumnarIterator fails for wide pivot with caching
My dataset does not provide proper predictions in ALS,RegressionEvaluator returns NaN for ALS in Spark ml
java.lang.IllegalStateException: Did not find registered driver with class oracle.jdbc.OracleDriver,Association with remote system [akka.tcp://sparkDriver@192.168.1.81:34047] has failed; address is now gated for [5000] ms. Reason is: [Association failed$
UDAF aggregates argument object inspector not parsed correctly,RewriteDistinctAggregates UnresolvedException when a UDAF has a foldable TypeCheck
spark csv reader not working properly if CSV content contains CRLF character (newline) in the intermediate cell,multi line support for CSV
Cannot project all columns from a parquet files with ~1;100 columns,Cherry-pick Wide Table Support for Parquet Codegen from Spark 2.0
Output of monotonically_increasing_id lacks stable relation with rows of DataFrame,'monotonicallyIncreasingId()' should be deterministic
Evaluate GaussianMixtureModel with LogLikelihood,Expose log likelihood of EM algorithm in mllib
Add FileFormat.isSplittable to indicate whether a format is splittable,Reading gzipped files results in duplicate rows
Dataframe returns wrong results due to parsing incorrectly,
Repartition by column,SparkR - Implement repartitionByColumn on DataFrame
Use FunctionIdentifier in FunctionRegistry/SessionCatalog,UnresolvedFunction should use FunctionIdentifier rather than just a string for function name
Enable Hive-1.x ORC compatibility with spark.sql.hive.convertMetastoreOrc,Error occurs when using Spark sql "select" statement on orc file after hive sql "insert overwrite tb1 select * from sourcTb" has been executed on this orc file
Enable Hive-1.x ORC compatibility with spark.sql.hive.convertMetastoreOrc,Spark2.0 cannot "select" data from a table stored as an orc file which has been created by hive while hive or spark1.6 supports
User guide doc and examples for GaussianMixture in spark.ml,Add documentaion and examples for GaussianMixture
Python OneVsRest should train multiple models at once,Parallel One vs. Rest Classifier
DataFrameWriter JDBC doesn't Quote/Escape column names,jdbc datasource read fails when  quoted  columns (eg:mixed case; reserved words) in source table are used  in the filter.
Remove mllib-local from mima project exclusion,Move sketch and mllibLocal out from mima exclusion
The alias created in SELECT could be used in GROUP BY and followed expressions,alais cannot use in group by
GLM supports output link prediction,GLM should support predict link
The catalog of SQLContext should not be case-sensitive ,SparkSession should be case insensitive by default
Cooperative Memory Management for Spillables,spark leak memeory and led to OOM
abstract class Receiver should be explicit about the return type of its methods,Code style: public abstract methods should have explicit return types
when executor lost DagScheduer may submit one stage twice even if the first running taskset for this stage is not finished,DAGScheduler should avoid sending conflicting task set.
Expose SparkLauncher's ProcessBuilder for user flexibility,SparkLauncher should allow setting working directory for spark-submit process
Revert SPARK-12130 to make 2.0 shuffle service compatible with 1.x,spark-shell unresponsive after "FetchFailedException: java.lang.UnsupportedOperationException: Unsupported shuffle manager" with YARN and spark.shuffle.service.enabled
Improve delegation token handling in secure clusters,Add a new Configurable Token Manager  for Spark Running on YARN
Improve delegation token handling in secure clusters,Introduce a way for users to easily add support for new services that need delegation tokens
LazilyGenerateOrdering throws NullPointerException,Spark-SQL: Get com.esotericsoftware.kryo.KryoException: java.lang.NullPointerException when runing query_1.sql of TPC-DS
LazilyGenerateOrdering throws NullPointerException,java.lang.NullPointerException when run spark 2.0 setting spark.serializer=org.apache.spark.serializer.KryoSerializer
Fail to parse TPCDS Q90,Cannot drop a table which has the name starting with 'or'
Fail to parse TPCDS Q90,HiveContext cannot create a table named sort
Codegen "no constructor found" errors with Maps inside case classes in Datasets,Datasets - crash (compile exception) when mapping to immutable scala map
Support correlated scalar subquery,TPC-DS query 1 resolved attribute(s) missing
Disable Passing to Hive the queries that can't be parsed,Remove HiveNativeCommand
Graph vertexRDD/EdgeRDD checkpoint results ClassCastException: ,Cannot perform RDD operations on a checkpointed VertexRDD.
Improve the "SET" and "SET -v" command,Fix SET command to show a result correctly and in a sorted order
Python GaussianMixture summary,Add model summaries for Python GMM and BisectingKMeans
SparkSession Python API,Python SparkSession API
Tasks that fail due to CommitDeniedException (a side-effect of speculation) can cause job to never complete,Task with commit failed will retry infinite when speculation set to true
JDBCRelation should report an IllegalArgumentException if stride equals 0,JDBC source: Wrong Partition Generation when numPartitions is More than the number of rows between upper and lower bounds
   Problem Reading partitioned ORC or Parquet files,Dataset.partitionBy.csv raise a java.io.FileNotFoundException when launched on an hadoop cluster
YarnShuffleService should use YARN getRecoveryPath() for leveldb location,Shuffle Service fails to start if first yarn.nodemanager.local-dirs is bad
YarnShuffleService should use YARN getRecoveryPath() for leveldb location,YARNShuffleService doesn't get current local-dirs from NodeManager
Document spark.sql.broadcastTimeout configuration,add "spark.sql.broadcastTimeout" into docs/sql-programming-guide.md to help people to how to fix this timeout error when it happenned
Use the value of spark.sql.warehouse.dir as the warehouse location instead of using hive.metastore.warehouse.dir,Use proper metastore warehouse path
Use SparkSession instead of SQLContext in testsuites,Use SparkSession instead of SQLContext in Python tests
History Server would OOM due to unlimited TaskUIData in some stages,spark HistoryServer memory increases until gets killed by OS.
Spark Mesos dispatcher becomes unusable when the Mesos master restarts,
option nullValue for CSV data source not working for several types.,Spark 2.0 CSV does not cast null values to certain data types properly
SparkR spark.naiveBayes throws error when label is numeric type,SparkR NaiveBayes should not require label to have NominalAttribute
String fields in Dataframe behaves weirdly when executor-memory >= 32GB,String fields in Dataframe behaves weirdly when executor-memory >= 32GB
String fields in Dataframe behaves weirdly when executor-memory >= 32GB,String fields in Dataframe behaves weirdly when executor-memory >= 32GB
Deprecate registerTempTable and add dataset.createTempView,Replace the usage of deprecated DataSet API in tests
Adding outputMode to structure Streaming Experimental Api,Add support for complete output mode 
Implement code generation for Generate,select($"column1"; explode($"column2")) is extremely slow
Can not delete jar and list jar in spark Thrift server,Add DELETE FILE command support in spark
CSV file data-line with newline at first line load error,Support multline csv records
Back quoted column with dot in it fails when running distinct on dataframe,
UDF executed twice when filter on new column created by withColumn and the final value may be not correct,Add deterministic to ScalaUDF
Generated SpecificSafeProjection.apply method grows beyond 64 KB,
JobProgressListener takes a huge amount of memory with iterative DataFrame program in local; standalone,monotonicallyIncreasingId should use less memory with multiple partitions
OutOfMemory in TimSort ,Spark executor OOM during TimSort
Should print spark-submit usage when no arguments is specified,spark-submit --help throws exception
physical object operator should define `reference` correctly,Codegen CompileException "mapelements_isNull" is not an rvalue
monotonicallyIncreasingId doesn't work when data is upsampled,Dataset.sample with seed: result seems to depend on downstream usage
Codegen CompileException "mapelements_isNull" is not an rvalue,Codegen failure with a Dataframe program using an array
Remove unnecessary calculation of stage's parents,Improve readability of DAGScheduler stage creation methods
Default value mismatch of param linkPredictionCol for  GeneralizedLinearRegression,Flaky test:pyspark.ml.tests.DefaultValuesTests.test_java_params
Support for creating a dataframe from CSV in Dataset[String],catalyst using BigInteger.longValueExact that not supporting java 7 and compile error
Add support for writing partitioned `csv`; `json`; `text` formats in Structured Streaming,Support all file formats in structured streaming
repartition(0) should raise IllegalArgumentException.,Repartiton call w/ 0 partitions drops data
TopicAndPartition should provide __hash__ method,fromOffsets parameter in Kafka's Direct Streams does not work in python3
Paginate Job Table in Jobs tab,Completed Jobs and "Completed Stages" support pagination
ALTER TABLE RENAME doesn't work for datasource tables,Not able to access table's data after ALTER TABLE RENAME in Spark 1.6.2
Ensure FileSystem is gotten from path in InMemoryCatalog,spark sql local FS spark.sql.warehouse.dir throws on YARN
Throw exception if columns number of outputs mismatch the inputs,better error message if the number of columns in SELECT clause doesn't match the table schema
Make ListenerBus event queue size configurable,Make the queue capacity of LiveListenerBus configurable.
Error occurs when using Spark sql "select" statement on orc file after hive sql "insert overwrite tb1 select * from sourcTb" has been executed on this orc file,OrcConversions should not convert an ORC table represented by MetastoreRelation to HadoopFsRelation if metastore schema does not match schema stored in ORC files
Add DELETE FILE command support in spark,delete jar unable
Make continuous Parquet writes consistent with non-continuous Parquet writes,Consolidate streaming and batch write path
Spark 2.0 thrift server not starting in cluster mode.,
joinWith bytecode generation calling ByteBuffer.wrap with InternalRow,Schema is not checked when converting DataFrame to Dataset using Kryo encoder
update the whole sql programming guide,Update SQL programming guide for Spark 2.0
Spark 2.0/master maven snapshots are broken,Maven doc JAR generation fails when JAVA_7_HOME is set
spark.createDataFrame raises an exception in Spark 2.0 tests on Windows,file scheme should be used correctly
file scheme should be used correctly,spark 2.0.1 fails in windows when using file:/// scratchdir in hive-site.xml
Add a deprecation warning for Python 2.6,More officially deprecate support for Python 2.6; Java 7; and Scala 2.10
Remove additional Project to be consistent with SQL when insert into table,use by-position resolution when insert into hive table
Spark Application rest api returns "no such app: <appId>",
Eliminate unreachable code at projection for complex types,Use `ev.isNull = "false"` if possible for Janino to have a chance to optimize.
GroupedData's member incorrectly named,Fix GroupedData Documentation
GroupedData varargs arguments misnamed,Fix GroupedData Documentation
Disallow Duplicate Columns in `partitionBy`; `bucketBy` and `sortBy`,unify logical plans for CREATE TABLE and CTAS
Eliminate nullcheck code at projection for an array type,Reduce runtime overhead of a program that creates an primitive array in DataFrame
Yarn cluster mode should return consistent result for command line and SparkLauncher,SparkAppHandle.getState() returns wrong state in standalone mode if Spark application terminates unexpectedly
Refactoring CSV data source to be consistent with JSON data source,Share a single Row for CSV data source rather than creating every time
Can't join describe() of DataFrame in Scala 2.10,unionAll raises "Task not serializable"
Incorrect behavior for isNull filter,Full Outer join with literal column results in incorrect result
Expose information schema,
Reduce runtime overhead of a program that writes an primitive array in Dataframe/Dataset,Optimize SerializeFromObject for primitive array
CSV data source does not write date and timestamp correctly,DataFrame DateType is written as an int(Days since epoch) by csv writer
CSV data source does not write date and timestamp correctly,dateFormat should be used when writing dataframes as csv files
CSV data source does not write date and timestamp correctly,dateFormat unexpected kwarg to df.write.csv
model loading backward compatibility for ml.feature.PCA,model loading backward compatibility for ml.feature.PCA
Can't use escapeQuotes option in DataFrameWriter.csv(),Cleanup options for DataFrame reader API in Python
Full Outer join with literal column results in incorrect result,Bug in left-outer join
Capture errors from R workers in daemon.R to avoid deletion of R session temporary directory,Capture errors from R workers in daemon.R to avoid deletion of R session temporary directory
LinkageError should not crash Spark executor,LinkageError should not crash Spark executor
Improve testing for DecisionTree variances,Improve testing for DecisionTree variances
SparkR csv source should have the same default na.string as R,SparkR csv source should have the same default na.string as R
Docs for Kafka 0.10 consumer integration,Spark streaming kafka version compatibility. 
Docs for Kafka 0.10 consumer integration,Kafka Direct Stream is not experimental anymore
the history server of spark2.0-preview (may-24 build) consumes more than 1000% cpu,Excessive Spark history event/json data size (5GB each)
Excessive Spark history event/json data size (5GB each),Remove internal.metrics.updatedBlockStatuses accumulator from history files
Excessive Spark history event/json data size (5GB each),Spark event logs are huge compared to 1.5.2
DataFrameWriter's jdbc method drops table in overwrite mode, Support `truncate` option in Overwrite mode for JDBC DataFrameWriter
EnsureRequirements adds extra Sort to already sorted cached table,Planner adds un-necessary Sort even if child ordering is semantically same as required ordering
Build failes for Mesos 0.28.x,Support Mesos Unified Containerizer
Reuse the uncorrelated scalar subqueries with the same logical plan in a query,Reuse subqueries within single query
Spark 2.0 CSV does not cast null values to certain data types properly,nullValue in first field is not respected by CSV source when read
Spark 2.0 CSV does not cast null values to certain data types properly,cannot read null dates from csv file
Spark 2.0 CSV does not cast null values to certain data types properly,Spark CSVInferSchema does not always respect nullValue settings
No way to load CSV data without dropping whole rows when some of data is not matched with given schema,Spark CSV parsing types other than String throws exception when malformed
Spark application not handling preemption messages,Driver hangs after executors are lost
java.io.CharConversionException: Invalid UTF-32 character  prevents me from querying my data,
spark-class crash with "[: too many arguments" instead of displaying the correct error message,Refactor PySpark accumulator API to be on top of AccumulatorV2 API
Making JVM backend calling functions public,Expose JVM SparkR API functions 
Single function for parsing timestamps/dates,Single Function for Parsing Dates and Times with Formats
LAST_VALUE(FALSE) OVER () throws IndexOutOfBoundsException,Multiple Aggregation Using 'countDistinct' and 'first' result in error 
Spark 1.6.2 - Persist call on Data frames with more than 200 columns is wiping out the data.,Incorrect results returned following a join of two datasets and a map step where total number of columns >100
Spark 1.6.2 - Persist call on Data frames with more than 200 columns is wiping out the data.,Cannot call zipWithIndex on RDD with more than 200 columns (get wrong result)
Spark 1.6.2 - Persist call on Data frames with more than 200 columns is wiping out the data.,Caching a DataFrame with >200 columns ~nulls the contents
Spark 1.6.2 - Persist call on Data frames with more than 200 columns is wiping out the data.,Caching invalidates data on mildly wide dataframes
Spark 1.6.2 - Persist call on Data frames with more than 200 columns is wiping out the data.,Spark 2.0 data corruption with cache and 200 columns
Spark 1.6.2 - Persist call on Data frames with more than 200 columns is wiping out the data.,calling cache on joined dataframe can lead to data being blanked
Remove defunct audit-release dir,converter and access code out of sync: createDataFrame on RDD[Option[C]] fails with MatchError
redundant RDD computation in LDAOptimizer,OnlineLDAOptimizer reads the same broadcast data after deletion
json parsing regression - "." in keys,Expecting same behavior after loading a dataframe with dots in column name
json parsing regression - "." in keys,Can't read Parquet data with fields containing periods "."
Fix doc link in docs/ml-guide.md,Pipeline guide link is broken in MLlib Guide main page
java launched by PySpark as gateway may not be the same java used in the spark environment,Upgrade Py4J to 0.10.3
Can't run saveAsTable with database name,SaveAsTable does not work when source DataFrame is built on a Hive Table
Dataset containing a Case Class with a List type causes a CompileException (converting sequence to list),CodeGenerator - failed to compile when constructor has scala.collection.mutable.Seq vs. scala.collection.Seq
Select features according to a percentile of the highest scores of ChiSqSelector,Add a chiSquare Selector based on False Positive Rate (FPR) test
org.apache.spark.sql.catalyst.expressions.GeneratedClass$SpecificOrdering" grows beyond 64 KB,
org.apache.spark.sql.catalyst.expressions.GeneratedClass$SpecificOrdering" grows beyond 64 KB,DataFrame with large number of columns causing code generation error
org.apache.spark.sql.catalyst.expressions.GeneratedClass$SpecificOrdering" grows beyond 64 KB,Code generation fails when running SQL expressions against a wide dataset (thousands of columns)
org.apache.spark.sql.catalyst.expressions.GeneratedClass$SpecificOrdering" grows beyond 64 KB,grows beyond 64 KB with data frame with many columns
Incorrect threshould length in 'setThresholds()' evoke Exception ,ProbabilisticClassifier.fit check threshoulds' length
force spill NPE,spark.util.collection.ExternalSorter leak memory when task force spilling in-memory map to disk 
Hive settings in hive-site.xml may be overridden by Hive's default values,Spark cannot connect to secure metastore when using custom metastore jars
fromOffsets parameter in Kafka's Direct Streams does not work in python3,Cannot set fromOffsets in createDirectStream function
Fix bound checking for SparseVector,SparseVectors.apply and SparseVectors.toArray have different returns when creating with a illegal indices
App Name is a randomUUID even when "spark.app.name" exists,Create spark context with random uuid app name if app name is not set in configuration
Load only catalog table partition metadata required to answer a query,Consider improving partition pruning in HiveMetastoreCatalog
Started time; "Completed" time and "Last Updated" time in history server UI are not user local time,HistoryServer use GMT time all time
Started time; "Completed" time and "Last Updated" time in history server UI are not user local time,Wrong time display on Spark History Server web UI
Add spark-default.conf property to define https port for spark history server,Additional SSL port on HistoryServer should be configurable
Full outer join followed by inner join produces wrong results,Incorrect result when HAVING clause is added to group by query
Full outer join followed by inner join produces wrong results,Analyzer incorrectly optimizes plan to empty LocalRelation
Full outer join followed by inner join produces wrong results,Call inner join after outer join will miss rows with null values
cannot read null dates from csv file,cannot read null dates from csv file
Fetch Parquet schema within driver-side when there is single file to touch without another Spark job,Improve performance for reading parquet schema
Provide consistent format identifiers for TextFileFormat and ParquetFileFormat,Provide consistent format output for all file formats
select if(true; null; null) via JDBC triggers IllegalArgumentException in Thriftserver,Cannot SELECT NULL
Support multline csv records,multi line support for CSV
Support skipping multiple header rows in csv,multi line support for CSV
Support multiple null values in csv files,
Allow configuring record delimiter in csv,
Left join where ON clause does not reference the right table produces analysis error,Spark SQL: cross join + two joins = BUG
Hadoop 2.7 profile to depend on Hadoop 2.7.3,Bump Hadoop 2.7 version from 2.7.2 to 2.7.3
better error message for NPE during ScalaUDF execution,Clarify window/slide duration as absolute time; not relative to a calendar
PySpark sc.AddFile method does not support the recursive keyword argument,PySpark SparkContext.addFile supports adding files recursively
Spark SQL: cross join + two joins = BUG,SQL - Running query with outer join from 1.6 fails
Spark SQL: cross join + two joins = BUG,SQL - Running query with outer join from 1.6 fails
Support spark-shell on cluster mode,
Support spark-shell on cluster mode,
YARN shuffle service should use good disk from yarn.nodemanager.local-dirs,Yarn ShuffleService failed to start when the chosen directory become read-only
fix MultivariantOnlineSummerizer.numNonZeros,fix MultivariateOnlineSummerizer.numNonZeros
Cannot define value classes in REPL,Scala value classes create encoder problems and break at runtime
Star Join Optimization,
Threads number keep increasing when query on external CSV partitioned table,Thread and memory leak in WindowDstream (UnionRDD ) when parallelPartition computation gets enabled. 
Event Timeline will be very slow when there are too many executor events,using spark thrift server gets memory leak problem in `ExecutorsListener`
Set type is not supported for creating data frames,RuntimeException with Set and Case Class in Spark 2.1.1
Spark 2.0.0 is not supporting the "partition" keyword on a "describe" statement when using Hive Support,Support `DESCRIBE table PARTITION` SQL syntax
Alias specified for aggregates in a pivot are not honored,DataFrame pivot output column names should respect aliases
Specifying remote files for Python based Spark jobs in Yarn cluster mode not working,--master yarn --deploy-mode cluster gives "Launching Python applications through spark-submit is currently only supported for local files"
Compiler warning in UnsafeInMemorySorter class,Use Static member not via instance reference
Add spark-submit option for user to override ivy settings used to resolve packages/artifacts,spark.jars.ivy explanation is incorrect and missleading.
Modify default value of spark.app.name in configuration for spark session,Assign random App name while creating spark context
Folder deletion after globbing may fail StructuredStreaming jobs,querying from parquet partitioned table throws FileNotFoundException when some partitions' hdfs locations do not exist
Getting "java.lang.RuntimeException: Distinct columns cannot exist in Aggregate ",Getting "java.lang.RuntimeException: Distinct columns cannot exist in Aggregate "
Web UI prevents spark-submit application to be finished,
ALTER TABLE DROP PARTITION should support comparators,AlterTableDropPartitions fails for non-string columns
WeightCol support non-double datatypes,getNumClasses support non-double datatypes
Write ahead log exception on a toy project,Close "kryo auto pick" feature for Spark Streaming
Incorrect result when work with data from parquet,DataFrame/Dataset join not producing correct results in Spark 2.0/Yarn
Incorrect result when work with data from parquet,SQL-based three column join loses first column
Default spark.sql.warehouse.dir is relative to local FS but can resolve as HDFS path,Default Warehouse location apparently in HDFS 
Json serialzation of accumulators are failing with ConcurrentModificationException,NettyRpcEndpointRef: Error sending message and Caused by: java.util.ConcurrentModificationException
Specified database in JDBC URL is ignored when connecting to thriftserver,Spark beeline: table was created  at default database  even though specifing a database name
The url linking to `AccumulatorV2` in the document is incorrect.,The requested URL /docs/latest/api/scala/org/apache/spark/AccumulatorV2.html was not found on this server.
Aggregation function for generating string histograms,Aggregation function for computing bins (distinct value; count) pairs for equi-width histograms
Filter/join expressions can return incorrect results when comparing strings to longs,Improve the implicit type conversion between numeric type and string to avoid precesion loss
Filter/join expressions can return incorrect results when comparing strings to longs,Wired SELECT equal behaviour. 
Filter/join expressions can return incorrect results when comparing strings to longs,Implicit type conversion during comparision between Integer type column and String type column
Typo in LAST function error message,Add examples (extend) in each function and improve documentation
I think it's user unfriendly to process standard json file with DataFrame ,Parse normal; multi-line JSON files (not just JSON Lines)
.sparkStaging not clean on RM ApplicationNotFoundException,.sparkStaging quickly fill up HDFS
Dataset.flatMap can't work with types from customized jar,
Spark Thriftserver needs to create SPNego principal,Support spnego for ThriftServer thrift/http auth
Locality Sensitive Hashing (LSH) User Guide,Add Scala/Java/Python examples for MinHash and RandomProjection
Wrong ApproximatePercentile answer when multiple records have the minimum value,Wrong ApproximatePercentile answer when multiple records have the minimum value(for branch 2.0)
Add hooks and extension points to Spark,Spark SQL expose interface for plug-gable parser extension 
Make Column.expr public,Make Column.expr public
Optimise PartitionedAppendOnlyMap implementation,Optimise PartitionedPairBuffer implementation
Add Summary of BiKMeans and GMM in pyspark,Add model summaries for Python GMM and BisectingKMeans
Update R vignettes and programming guide for 2.1.0 release,SparkR 2.1 QA: Programming guide; migration guide; vignettes updates
Scheme of DataFrame generated from RDD is different between master and 2.0,Dataset map does not respect nullable field 
approxQuantile in R support multi-column,SparkR approxQuantile supports input multiple columns
SparkR glm predict should output original label when family = "binomial",
ClassCastException during count distinct,Joining to a unioned DataFrame does not produce expected result.
SparkR 2.1 QA: Update user guide for new features & APIs,SparkR 2.1 QA: Programming guide; migration guide; vignettes updates
Spark SQL fails to read data from a ORC hive table that has a new column added to it,spark.sql.hive.convertMetastoreOrc is causing NullPointerException while reading ORC tables
Upgrade netty to 4.0.42.Final ,Memory leak in Spark streaming
Batch mode SQL source for Kafka,Batch Source for Kafka
Provide Spark Streaming Monitor Rest Api,Add a REST api to spark streaming
OOM killer may leave SparkContext in broken state causing Connection Refused errors,An error occurred while trying to connect to the Java server
OOM killer may leave SparkContext in broken state causing Connection Refused errors,Again: OOM killer may leave SparkContext in broken state causing Connection Refused errors
limit + groupBy leads to java.lang.NullPointerException,DataSet Limit into Aggregate Results in NPE in Codegen
limit + groupBy leads to java.lang.NullPointerException,Run count(distinct x) from sub query found some errors
na.fill miss up original values in long integers,na.fill() should not change the data type of column
Downgrade the memory leak warning message,Managed memory leak - spark-2.0.2
Receiver data can not be dataSerialized properly.,Close "kryo auto pick" feature for Spark Streaming
Receiver data can not be dataSerialized properly.,Serialization setting "spark.serializer" ignored in Spark 2.x
Keep same style: adjust the position of ,Keep same style: adjust the position of driver log links
spark-csv strips whitespace (pyspark) ,DataFrameWriter - CSV options "ignoreLeadingWhiteSpace" and "ignoreTrailingWhiteSpace" Not working
spark-csv strips whitespace (pyspark) ,Spark CSV writer trims trailing spaces
persist() resolves "java.lang.RuntimeException: Invalid PythonUDF <lambda>(...); requires attributes from more than one child", PythonUDF with multiple parents shouldn't be pushed down when used as a predicate
Spark ML algorithms that check RDD cache level for internal caching double-cache data,KMeans performance regression (5-6x slowdown) in Spark 2.2
ExecutorClassLoader for spark-shell does not honor spark.executor.userClassPathFirst,
spark-shell --jars option does not add jars to classpath on windows,spark-shell --packages option does not add jars to classpath on windows
Writing to a text DataSource buffers one or more lines in memory,Concat with ds.write.text() throw exception if column contains null data
Throw Filtering is supported only on partition keys of type string exception,Throw Filtering is supported only on partition keys of type string exception
Backward compatibility - creating a Dataframe on a new SQLContext object fails with a Derby error,Python API should reuse existing SparkSession while creating new SQLContext instances
Upgrade sbt plugins,Upgrade sbt plugins
Spark CSV parsing types other than String throws exception when malformed,Permissive mode is not replacing corrupt record with null
Spark CSV parsing types other than String throws exception when malformed,CSV parser should return null for empty (or with "") numeric columns.
Insertion/CTAS against Hive Tables: Staging Directories and Data Files Not Dropped Until Normal Termination of JVM,Create empty staging directory in partitioned table on insert
Deadlock when SparkContext.stop is called in Utils.tryOrStopSparkContext,master UI kill link stops spark context but leave it active
SparkR vignette update: logit,Update spark.logit in sparkr-vignettes
Cann't read broadcast if broadcast blocks are stored on-disk,exception about reading task serial data(broadcast) value when the storage memory is not enough to unroll
High latency of event processing for large jobs,Spark never finishes jobs and stages; JobProgressListener fails
PageRank gives incorrect results for graphs with sinks,PageRank gives incorrect results for graphs with sinks
PageRank gives incorrect results for graphs with sinks,Add support for IS [NOT] DISTINCT FROM to SPARK SQL
Codegen fails with cryptic error if regexp_replace() output column is not aliased,regex strings not properly escaped in codegen for aggregations
An error occurred while trying to connect to the Java server,Again: OOM killer may leave SparkContext in broken state causing Connection Refused errors
Support for specific collection types, CompileException with Map and Case Class in Spark 2.1.0
Support for specific collection types,Dataframe/Dataset unserialization failing with Map
Not support "alter table .. add columns .." ,SparkSQL unsupports  to change hive table's name\dataType
Not support "alter table .. add columns .." ,Support `ALTER TABLE table_name ADD COLUMNS(..)` statement
Fix flaky test: o.a.s.sql.streaming.FileStreamSourceSuite max files per trigger - incorrect values,It's hard for the user to see the failure if StreamExecution fails to create the logical plan
regex strings not properly escaped in codegen for aggregations,codehaus fails to generate code because of unescaped strings
PullOutNondeterministic should work for Aggregate operator,
Netty issue may cause the shuffle client hang,Executor is waiting for lock
Netty issue may cause the shuffle client hang,Executor is waiting for lock
in standlone mode;executor expired by HeartbeanReceiver that still take up cores but no tasks assigned to ,
Couldn't find leader offsets exception when the one of kafka cluster brokers is down,
Failed in `delay in months and years handled correctly`,Fix EventTimeWatermarkSuite 'delay in months and years handled correctly'
SparkSession initialization will be associated with invalid SparkContext when new SparkContext is created to replace stopped SparkContext,Python: new HiveContext will use a stopped SparkContext
Fix pip install issue with ml sub components,setup.py missing reference to pyspark.ml.param
Large number of executors causing a ton of ERROR scheduler.LiveListenerBus: SparkListenerBus has already stopped! Dropping event SparkListenerExecutorMetricsUpdate(41;WrappedArray()),Drop more elements when stageData.taskData.size > retainedTasks to reduce the number of times on call drop
virtualenv example does not work in yarn cluster mode,Kmeans.py application fails with virtualenv and due to  parse error 
virtualenv example does not work in yarn cluster mode,virtualenv example failed with conda due to ImportError: No module named ruamel.yaml.comments
 CompileException with Map and Case Class in Spark 2.1.0,Cannot convert a Seq of Map whose value type is again a seq; into a dataset 
Styling for the configuration docs is broken,Web site headers not rendered correctly in some pages
Styling for the configuration docs is broken,Fix formatting of headers in configuration.html page
add codec for ZStandard,Support ZStandard Compression
columns changed orc table encouter 'IndexOutOfBoundsException' when read the old schema files,columns changed orc table encouter 'IndexOutOfBoundsException' when read the old schema files
The type of CatalogStorageFormat.locationUri should be java.net.URI instead of String,table's location should check if a URI is legal
DAGScheduler should handle stage's pendingPartitions properly in handleTaskCompletion.,
FetchFailures can be hidden by user (or sql) exception handling,FileFormatWriter hides FetchFailedException from scheduler
Failed Recovery from checkpoint caused by the multi-threads issue in Spark Streaming scheduler,
Spark 2.1.x unstable with spark.speculation=true,Executors failing stage on interrupted exception thrown by cancelled tasks
improve LocalLDAModel save/load scaling for large models,
Executor is waiting for lock,Executor is waiting for lock
SPARK-17387 caused ignorance of conf object passed to SparkContext:,SparkConf not getting properly initialized in PySpark 2.1.0
SPARK-17387 caused ignorance of conf object passed to SparkContext:,spark submit not considering user defined Configs (Pyspark)
UnsupportedOperationException: empty.reduceLeft in LinearSeqOptimized,UnsupportedOperationException: empty.reduceLeft when caching a dataframe
Upgrade breeze to 0.13,Upgrade breeze version to 0.13.1
StatFunctions.multipleApproxQuantiles can give NoSuchElementException: next on empty iterator,Make NaN/null handling consistent in approxQuantile
Killed tasks are getting marked as FAILED,Executor should not fail stage if killed task throws non-interrupted exception
Cannot read external tables with VARCHAR columns if they're backed by ORC files written by Hive 1.2.1,ORC tables cannot be read when they contain char/varchar columns
